,Temp (C),Humidity (%),PM10 (ug/m3),PM2.5 (ug/m3),PM1 (ug/m3),NO2 (ppb),CO (μg/m3 10²)
2022-05-08 19:00:00,18.01,55.17,27.5,16.5,7.0,80.48,53.14
2022-05-08 20:00:00,17.41,55.58,25.0,15.0,6.0,71.92,42.89
2022-05-08 21:00:00,16.72,55.57,29.0,17.0,7.0,82.19,73.8
2022-05-08 22:00:00,16.09,57.02,26.0,16.0,6.0,75.34,65.59
2022-05-08 23:00:00,15.62,58.45,25.5,15.5,6.5,71.92,49.17
2022-05-09 00:00:00,14.97,62.9,25.0,15.0,6.0,65.07,40.05
2022-05-09 01:00:00,14.81,63.9,26.0,15.5,6.5,61.64,33.71
2022-05-09 02:00:00,14.31,67.2,50.0,31.0,13.0,61.64,33.59
2022-05-09 03:00:00,14.24,68.8,58.5,35.0,14.5,68.49,47.76
2022-05-09 04:00:00,14.1,75.87,58.0,35.0,15.0,71.92,88.84
2022-05-09 05:00:00,15.62,77.72,78.0,47.0,19.5,59.93,80.95
2022-05-09 06:00:00,17.12,70.86,76.0,46.0,19.0,58.22,79.66
2022-05-09 07:00:00,18.14,65.47,62.0,37.0,15.0,47.95,53.2
2022-05-09 08:00:00,19.58,57.33,59.0,34.0,14.0,44.52,44.88
2022-05-09 09:00:00,21.47,46.84,51.0,30.0,12.0,44.52,42.42
2022-05-09 10:00:00,22.18,45.55,37.0,22.0,9.0,44.52,43.4
2022-05-09 11:00:00,23.08,41.52,27.0,16.5,6.5,44.52,40.93
2022-05-09 12:00:00,22.59,43.49,25.0,15.0,6.0,54.79,37.84
2022-05-09 13:00:00,23.11,44.52,19.5,12.0,5.0,59.93,46.8
2022-05-09 14:00:00,22.79,46.42,18.0,11.0,4.0,58.22,39.14
2022-05-09 15:00:00,23.83,43.74,16.5,10.0,4.0,58.22,42.35
2022-05-09 16:00:00,24.27,39.63,20.0,12.0,5.0,58.22,49.2
2022-05-09 17:00:00,23.1,40.59,17.0,10.0,4.0,61.64,46.21
2022-05-09 18:00:00,21.81,50.14,19.0,12.0,5.0,71.92,50.44
2022-05-09 19:00:00,21.13,50.97,22.0,13.0,6.0,78.77,53.79
2022-05-09 20:00:00,19.73,54.48,24.0,15.0,6.0,85.62,76.32
2022-05-09 21:00:00,18.91,58.02,32.0,19.5,8.5,85.62,88.17
2022-05-09 22:00:00,18.63,65.98,38.0,23.0,10.0,78.77,82.76
2022-05-09 23:00:00,17.27,72.47,39.0,24.0,10.0,75.34,71.16
2022-05-10 00:00:00,16.46,63.48,19.0,11.0,5.0,61.64,36.31
2022-05-10 01:00:00,16.12,60.49,16.0,10.0,4.0,58.22,31.12
2022-05-10 02:00:00,15.85,63.93,20.0,12.0,5.0,61.64,34.47
2022-05-10 03:00:00,15.24,72.96,35.5,21.5,9.0,71.92,50.57
2022-05-10 04:00:00,15.05,85.7,77.0,46.0,19.0,68.49,81.97
2022-05-10 05:00:00,16.77,79.44,76.0,46.5,19.5,61.64,103.06
2022-05-10 06:00:00,17.51,67.17,55.0,33.0,14.0,58.22,59.16
2022-05-10 07:00:00,19.3,64.61,53.0,31.5,13.0,51.37,63.58
2022-05-10 08:00:00,20.76,53.1,39.0,24.0,10.0,44.52,54.76
2022-05-10 09:00:00,21.83,49.26,31.0,18.5,7.5,41.1,41.63
2022-05-10 10:00:00,23.33,43.18,24.0,15.0,6.0,44.52,41.93
2022-05-10 11:00:00,23.85,41.25,22.5,14.0,5.5,42.81,42.66
2022-05-10 12:00:00,24.15,35.23,20.0,13.0,5.0,41.1,34.66
2022-05-10 13:00:00,23.79,41.42,20.0,13.0,5.0,56.51,48.67
2022-05-10 14:00:00,23.97,40.43,22.0,13.0,6.0,54.79,43.66
2022-05-10 15:00:00,24.14,44.63,21.5,13.5,6.0,68.49,49.61
2022-05-10 16:00:00,23.22,48.75,23.0,14.0,6.0,71.92,51.82
2022-05-10 17:00:00,22.11,50.5,23.0,14.0,6.0,70.21,45.23
2022-05-10 18:00:00,21.56,55.4,25.0,16.0,6.0,75.34,55.94
2022-05-10 19:00:00,21.06,62.16,33.0,20.0,9.0,85.62,99.03
2022-05-10 20:00:00,20.41,74.93,35.0,21.0,9.0,78.77,58.67
2022-05-10 21:00:00,20.39,70.97,35.5,21.0,9.0,70.21,49.27
2022-05-10 22:00:00,20.41,65.68,38.0,24.0,10.0,68.49,69.41
2022-05-10 23:00:00,20.36,64.58,36.0,22.0,9.0,59.93,51.43
2022-05-11 00:00:00,18.86,76.28,43.0,26.0,11.0,65.07,46.6
2022-05-11 01:00:00,18.05,72.68,38.5,23.0,10.0,58.22,41.03
2022-05-11 02:00:00,17.12,75.81,48.0,29.0,12.0,58.22,37.42
2022-05-11 03:00:00,16.43,79.57,54.0,33.0,14.0,61.64,47.54
2022-05-11 04:00:00,16.52,81.12,65.0,40.0,17.0,65.07,65.16
2022-05-11 05:00:00,17.59,79.37,82.0,49.0,21.0,58.22,104.63
2022-05-11 06:00:00,18.36,77.16,69.0,41.5,17.0,51.37,54.15
2022-05-11 07:00:00,19.32,72.99,81.0,48.5,20.5,49.66,52.23
2022-05-11 08:00:00,20.88,62.96,37.0,23.0,9.0,47.95,38.99
2022-05-11 09:00:00,22.11,50.58,27.0,16.0,7.0,44.52,38.12
2022-05-11 10:00:00,23.43,45.47,27.0,16.0,7.0,41.1,42.88
2022-05-11 11:00:00,23.43,44.79,27.0,16.5,7.0,51.37,32.97
2022-05-11 12:00:00,24.62,45.01,36.0,22.0,9.0,51.37,46.89
2022-05-11 13:00:00,24.94,45.66,31.5,20.0,8.0,58.22,49.64
2022-05-11 14:00:00,25.51,35.52,22.0,13.0,6.0,44.52,37.64
2022-05-11 15:00:00,25.47,32.1,19.0,11.0,5.0,42.81,41.44
2022-05-11 16:00:00,25.27,33.26,18.0,11.0,5.0,51.37,44.44
