Device;Datetime;"Dew Point (C)";"H2S GCC (ppb)";"Humidity ext (%)";"NO2 GCc (ppb)";"O3 GCc (ppb)";"PM1 (ug/m3)";"PM2.5 (ug/m3)";"PM10 (ug/m3)";"Temp ext (C)";
"K-A3 GRECiOT 1";2022-09-04 06:11:52;16,19;11,83;65,27;28,00;14,41;6,01;6,52;7,60;23,07;
"K-A3 GRECiOT 1";2022-09-04 06:06:56;16,34;15,16;65,74;31,52;10,44;6,10;6,65;7,42;23,10;
"K-A3 GRECiOT 1";2022-09-04 06:01:55;16,27;15,00;65,42;31,97;10,28;6,10;6,64;7,72;23,11;
"K-A3 GRECiOT 1";2022-09-04 05:56:53;16,22;13,98;65,02;33,87;8,27;6,08;6,61;7,53;23,15;
"K-A3 GRECiOT 1";2022-09-04 05:51:54;16,29;15,70;65,23;33,72;8,67;5,96;6,50;7,41;23,18;
"K-A3 GRECiOT 1";2022-09-04 05:46:52;16,36;18,61;65,38;34,32;6,84;6,00;6,54;7,32;23,21;
"K-A3 GRECiOT 1";2022-09-04 05:41:54;16,37;24,49;65,26;33,94;8,42;6,00;6,61;7,99;23,25;
"K-A3 GRECiOT 1";2022-09-04 05:36:52;16,29;23,59;64,50;33,50;9,88;5,93;6,52;7,75;23,37;
"K-A3 GRECiOT 1";2022-09-04 05:31:55;16,04;14,02;63,47;31,43;11,88;5,70;6,17;6,97;23,37;
"K-A3 GRECiOT 1";2022-09-04 05:26:54;16,10;13,24;63,67;28,94;13,45;5,42;5,84;6,48;23,38;
"K-A3 GRECiOT 1";2022-09-04 05:21:52;16,15;15,27;63,86;30,85;11,71;5,51;5,92;6,70;23,38;
"K-A3 GRECiOT 1";2022-09-04 05:16:54;16,03;15,30;63,20;31,37;13,26;5,67;6,14;7,27;23,42;
"K-A3 GRECiOT 1";2022-09-04 05:11:52;16,13;15,54;63,41;31,62;12,98;5,72;6,23;7,30;23,48;
"K-A3 GRECiOT 1";2022-09-04 05:06:56;15,91;14,84;62,21;30,15;15,40;5,93;6,42;7,33;23,57;
"K-A3 GRECiOT 1";2022-09-04 05:01:55;15,81;11,80;61,65;24,63;21,67;5,55;5,96;6,82;23,61;
"K-A3 GRECiOT 1";2022-09-04 04:56:53;15,80;13,10;61,29;26,30;18,07;5,60;6,08;7,09;23,69;
"K-A3 GRECiOT 1";2022-09-04 04:51:54;15,82;9,90;61,27;26,01;17,96;5,23;5,58;6,09;23,72;
"K-A3 GRECiOT 1";2022-09-04 04:46:53;15,87;11,32;61,26;23,51;23,18;5,49;5,90;6,91;23,78;
"K-A3 GRECiOT 1";2022-09-04 04:41:54;15,80;10,24;60,90;21,17;27,54;5,46;5,89;6,94;23,80;
"K-A3 GRECiOT 1";2022-09-04 04:36:53;16,20;11,79;62,09;25,82;22,33;5,47;5,94;6,95;23,90;
"K-A3 GRECiOT 1";2022-09-04 04:31:56;16,30;17,36;62,35;30,57;14,40;5,47;5,86;6,67;23,93;
"K-A3 GRECiOT 1";2022-09-04 04:26:55;16,32;18,08;62,11;26,06;20,32;5,45;5,84;6,44;24,02;
"K-A3 GRECiOT 1";2022-09-04 04:21:52;16,39;20,62;62,13;26,72;18,99;5,54;5,95;6,96;24,09;
"K-A3 GRECiOT 1";2022-09-04 04:16:55;16,29;16,81;61,61;28,47;16,92;5,28;5,60;6,08;24,13;
"K-A3 GRECiOT 1";2022-09-04 04:11:53;16,26;18,01;61,11;31,74;13,42;5,42;5,86;6,98;24,23;
"K-A3 GRECiOT 1";2022-09-04 04:06:55;16,22;17,55;60,74;32,71;11,88;5,51;5,94;7,21;24,29;
"K-A3 GRECiOT 1";2022-09-04 04:01:54;16,38;15,45;61,24;25,85;21,99;5,53;5,92;6,75;24,33;
"K-A3 GRECiOT 1";2022-09-04 03:56:53;16,37;18,10;60,92;26,06;22,74;5,64;6,07;6,84;24,40;
"K-A3 GRECiOT 1";2022-09-04 03:51:55;16,14;22,42;59,69;28,43;19,99;5,58;5,97;6,83;24,50;
"K-A3 GRECiOT 1";2022-09-04 03:46:52;15,99;19,20;58,87;27,75;22,40;5,68;6,14;7,32;24,57;
"K-A3 GRECiOT 1";2022-09-04 03:41:55;16,08;17,46;59,05;24,81;25,34;5,32;5,72;6,60;24,61;
"K-A3 GRECiOT 1";2022-09-04 03:36:52;15,98;19,43;58,47;29,52;18,16;5,68;6,15;7,31;24,67;
"K-A3 GRECiOT 1";2022-09-04 03:31:56;16,14;20,57;58,92;29,92;16,96;5,58;6,02;6,78;24,71;
"K-A3 GRECiOT 1";2022-09-04 03:26:55;15,90;18,40;57,80;30,96;18,40;5,60;6,04;7,12;24,78;
"K-A3 GRECiOT 1";2022-09-04 03:21:53;15,85;13,56;57,61;24,65;25,99;5,38;5,76;6,51;24,78;
"K-A3 GRECiOT 1";2022-09-04 03:16:54;15,65;17,72;56,88;33,06;16,48;5,82;6,34;8,23;24,78;
"K-A3 GRECiOT 1";2022-09-04 03:11:53;15,71;13,13;57,11;23,50;30,50;5,29;5,72;6,93;24,78;
"K-A3 GRECiOT 1";2022-09-04 03:06:56;15,76;17,28;57,37;30,49;19,94;5,26;5,69;6,25;24,75;
"K-A3 GRECiOT 1";2022-09-04 03:01:54;15,76;16,31;57,33;30,43;18,87;5,66;6,07;6,86;24,77;
"K-A3 GRECiOT 1";2022-09-04 02:56:53;15,78;13,55;57,24;27,70;24,62;5,32;5,73;6,81;24,81;
"K-A3 GRECiOT 1";2022-09-04 02:51:55;15,77;15,19;57,01;28,46;22,31;5,40;5,90;7,26;24,87;
"K-A3 GRECiOT 1";2022-09-04 02:46:52;15,91;14,23;57,45;24,41;29,86;4,98;5,34;6,19;24,89;
"K-A3 GRECiOT 1";2022-09-04 02:41:55;15,70;15,24;56,35;25,35;29,50;5,32;5,70;6,44;24,99;
"K-A3 GRECiOT 1";2022-09-04 02:36:52;15,81;13,64;56,46;20,72;35,91;5,02;5,38;6,43;25,08;
"K-A3 GRECiOT 1";2022-09-04 02:31:56;15,70;12,72;55,86;18,87;38,27;4,85;5,16;5,87;25,14;
"K-A3 GRECiOT 1";2022-09-04 02:26:55;15,58;12,83;55,06;20,49;36,59;4,74;5,12;6,40;25,25;
"K-A3 GRECiOT 1";2022-09-04 02:21:53;15,58;12,68;54,85;21,27;34,93;4,84;5,18;6,12;25,32;
"K-A3 GRECiOT 1";2022-09-04 02:16:54;15,37;10,99;54,00;19,32;39,44;4,83;5,17;6,11;25,35;
"K-A3 GRECiOT 1";2022-09-04 02:11:53;15,27;9,38;53,81;15,37;45,05;4,60;4,93;5,70;25,30;
"K-A3 GRECiOT 1";2022-09-04 02:06:56;15,13;8,64;53,42;14,96;48,00;4,50;4,79;5,68;25,28;
"K-A3 GRECiOT 1";2022-09-04 02:01:55;15,07;7,39;53,12;14,11;50,50;4,54;4,91;6,59;25,30;
"K-A3 GRECiOT 1";2022-09-04 01:56:53;15,01;7,49;52,87;14,48;48,32;4,58;4,91;5,64;25,32;
"K-A3 GRECiOT 1";2022-09-04 01:51:55;15,01;7,57;52,70;16,80;42,01;4,54;4,81;5,56;25,38;
"K-A3 GRECiOT 1";2022-09-04 01:46:52;15,19;13,68;53,18;30,14;19,83;4,54;4,95;6,03;25,42;
"K-A3 GRECiOT 1";2022-09-04 01:41:55;15,36;19,05;53,48;36,69;9,77;4,91;5,37;6,83;25,50;
"K-A3 GRECiOT 1";2022-09-04 01:36:52;15,20;27,28;52,81;43,83;0,00;6,31;7,04;8,93;25,54;
"K-A3 GRECiOT 1";2022-09-04 01:31:55;15,37;19,34;53,24;36,50;7,93;4,94;5,42;6,46;25,59;
"K-A3 GRECiOT 1";2022-09-04 01:26:54;15,33;19,53;52,89;32,90;13,85;4,83;5,25;5,90;25,66;
"K-A3 GRECiOT 1";2022-09-04 01:21:53;15,13;22,40;51,98;35,79;10,83;4,96;5,34;5,81;25,73;
"K-A3 GRECiOT 1";2022-09-04 01:16:55;14,93;26,80;51,25;27,10;22,99;4,72;5,07;5,45;25,76;
"K-A3 GRECiOT 1";2022-09-04 01:11:53;14,85;11,04;50,86;27,28;24,60;4,63;4,99;6,06;25,80;
"K-A3 GRECiOT 1";2022-09-04 01:06:56;14,93;10,61;51,15;23,10;31,45;4,32;4,66;5,52;25,79;
"K-A3 GRECiOT 1";2022-09-04 01:01:55;14,82;11,55;50,52;25,92;27,26;4,35;4,68;5,37;25,88;
"K-A3 GRECiOT 1";2022-09-04 00:56:53;14,81;10,23;50,36;23,99;29,65;4,28;4,63;5,63;25,93;
"K-A3 GRECiOT 1";2022-09-04 00:51:54;14,79;10,77;50,28;22,26;31,02;4,36;4,71;5,86;25,93;
"K-A3 GRECiOT 1";2022-09-04 00:46:53;14,76;7,85;50,05;20,53;33,85;4,11;4,42;5,01;25,97;
"K-A3 GRECiOT 1";2022-09-04 00:41:55;14,79;6,69;50,16;22,65;31,62;4,17;4,47;5,61;25,97;
"K-A3 GRECiOT 1";2022-09-04 00:36:53;14,73;6,23;49,89;15,93;42,48;4,24;4,54;5,36;26,00;
"K-A3 GRECiOT 1";2022-09-04 00:31:56;14,76;7,59;49,86;17,33;40,58;4,22;4,50;5,34;26,04;
"K-A3 GRECiOT 1";2022-09-04 00:26:55;14,77;6,99;49,77;16,83;41,80;3,92;4,18;4,55;26,08;
"K-A3 GRECiOT 1";2022-09-04 00:21:53;14,81;6,03;49,70;15,97;42,89;4,02;4,31;4,79;26,14;
"K-A3 GRECiOT 1";2022-09-04 00:16:55;14,96;8,07;50,02;21,00;33,85;3,90;4,17;4,47;26,20;
"K-A3 GRECiOT 1";2022-09-04 00:11:52;14,84;6,25;49,64;15,67;42,26;4,20;4,47;5,33;26,20;
"K-A3 GRECiOT 1";2022-09-04 00:06:56;14,97;7,78;49,77;20,68;35,13;4,16;4,45;5,42;26,30;
"K-A3 GRECiOT 1";2022-09-04 00:01:55;14,86;7,21;49,33;18,50;37,77;4,00;4,32;4,84;26,32;
"K-A3 GRECiOT 1";2022-09-03 23:56:53;14,92;7,67;49,41;17,69;39,46;3,66;3,95;4,51;26,37;
"K-A3 GRECiOT 1";2022-09-03 23:51:55;14,94;6,32;49,36;16,42;41,30;3,64;3,93;5,03;26,41;
"K-A3 GRECiOT 1";2022-09-03 23:46:53;14,92;6,73;49,21;16,12;42,97;3,77;4,06;4,91;26,44;
"K-A3 GRECiOT 1";2022-09-03 23:41:54;15,14;6,93;49,82;15,50;44,26;3,63;3,89;4,93;26,47;
"K-A3 GRECiOT 1";2022-09-03 23:36:52;15,13;8,64;49,75;18,04;40,46;3,61;3,87;4,74;26,48;
"K-A3 GRECiOT 1";2022-09-03 23:31:55;15,26;9,21;50,07;17,06;43,33;3,60;3,81;4,37;26,51;
"K-A3 GRECiOT 1";2022-09-03 23:26:54;15,36;10,35;50,27;19,69;40,06;3,63;3,87;4,89;26,55;
"K-A3 GRECiOT 1";2022-09-03 23:21:52;15,58;13,85;50,83;26,24;30,76;3,66;3,99;5,13;26,60;
"K-A3 GRECiOT 1";2022-09-03 23:16:55;15,61;12,58;50,82;22,96;36,71;3,74;4,03;5,36;26,63;
"K-A3 GRECiOT 1";2022-09-03 23:11:53;15,94;12,36;51,62;21,42;39,54;3,75;4,05;5,50;26,74;
"K-A3 GRECiOT 1";2022-09-03 23:06:56;15,90;16,56;51,31;25,06;33,03;4,07;4,40;4,87;26,79;
"K-A3 GRECiOT 1";2022-09-03 23:01:55;15,87;17,53;51,04;29,28;26,86;4,48;4,81;6,03;26,85;
"K-A3 GRECiOT 1";2022-09-03 22:56:53;15,72;18,79;50,42;32,22;24,10;4,54;4,89;5,84;26,89;
"K-A3 GRECiOT 1";2022-09-03 22:51:55;15,78;17,03;50,57;27,11;30,38;4,46;4,83;5,69;26,90;
"K-A3 GRECiOT 1";2022-09-03 22:46:53;15,65;17,31;49,96;28,02;30,20;4,11;4,45;6,02;26,97;
"K-A3 GRECiOT 1";2022-09-03 22:41:55;15,84;24,10;50,47;32,27;23,96;4,19;4,52;5,66;27,00;
"K-A3 GRECiOT 1";2022-09-03 22:36:52;15,87;17,12;50,40;27,14;32,36;3,77;4,10;5,21;27,06;
"K-A3 GRECiOT 1";2022-09-03 22:31:56;15,94;18,75;50,55;27,26;33,34;3,83;4,14;5,53;27,09;
"K-A3 GRECiOT 1";2022-09-03 22:26:55;15,91;20,86;50,24;32,14;26,33;3,96;4,29;5,82;27,16;
"K-A3 GRECiOT 1";2022-09-03 22:21:53;15,84;18,46;49,94;26,37;35,94;3,72;3,95;4,48;27,18;
"K-A3 GRECiOT 1";2022-09-03 22:16:55;16,11;21,50;50,43;33,61;26,03;3,74;4,06;5,54;27,32;
"K-A3 GRECiOT 1";2022-09-03 22:11:53;16,06;29,12;50,06;40,68;16,24;3,94;4,27;5,52;27,38;
"K-A3 GRECiOT 1";2022-09-03 22:06:56;16,13;27,57;50,19;42,08;14,06;3,85;4,16;4,82;27,41;
"K-A3 GRECiOT 1";2022-09-03 22:01:55;16,14;26,78;50,02;37,49;22,53;4,06;4,44;5,18;27,48;
"K-A3 GRECiOT 1";2022-09-03 21:56:53;16,03;24,98;49,52;32,77;29,92;4,08;4,45;5,61;27,54;
"K-A3 GRECiOT 1";2022-09-03 21:51:54;16,04;21,66;49,39;30,33;35,55;4,10;4,45;5,38;27,60;
"K-A3 GRECiOT 1";2022-09-03 21:46:52;16,19;22,86;49,51;32,64;31,41;4,15;4,53;5,94;27,71;
"K-A3 GRECiOT 1";2022-09-03 21:41:55;16,48;23,66;50,12;33,44;30,15;4,32;4,70;5,92;27,83;
"K-A3 GRECiOT 1";2022-09-03 21:36:52;16,76;30,13;50,64;39,59;20,73;4,68;5,09;6,88;27,95;
"K-A3 GRECiOT 1";2022-09-03 21:31:56;16,69;34,29;50,09;44,16;14,38;4,59;5,00;6,56;28,06;
"K-A3 GRECiOT 1";2022-09-03 21:26:55;16,54;31,98;49,52;42,49;17,65;4,56;4,93;5,51;28,09;
"K-A3 GRECiOT 1";2022-09-03 21:21:53;16,55;32,23;49,28;44,33;16,62;4,63;5,03;6,02;28,19;
"K-A3 GRECiOT 1";2022-09-03 21:16:55;16,51;30,85;48,95;42,09;21,31;4,73;5,14;5,85;28,26;
"K-A3 GRECiOT 1";2022-09-03 21:11:53;16,57;31,49;48,70;45,67;17,17;5,01;5,47;6,67;28,42;
"K-A3 GRECiOT 1";2022-09-03 21:06:56;16,67;34,19;48,62;50,86;9,80;5,17;5,68;7,54;28,55;
"K-A3 GRECiOT 1";2022-09-03 21:01:54;16,64;33,71;48,16;53,11;6,98;5,15;5,66;7,06;28,69;
"K-A3 GRECiOT 1";2022-09-03 20:56:52;16,60;33,70;47,60;54,77;4,51;5,13;5,61;6,20;28,84;
"K-A3 GRECiOT 1";2022-09-03 20:51:55;16,51;32,77;46,98;55,64;3,12;5,28;5,86;7,14;28,97;
"K-A3 GRECiOT 1";2022-09-03 20:46:53;16,71;34,45;47,19;56,38;2,31;5,35;5,91;7,32;29,11;
"K-A3 GRECiOT 1";2022-09-03 20:41:55;16,63;38,51;46,50;59,43;0,00;5,77;6,38;7,89;29,28;
"K-A3 GRECiOT 1";2022-09-03 20:36:53;16,55;33,03;45,89;49,14;14,16;6,20;6,73;9,13;29,42;
"K-A3 GRECiOT 1";2022-09-03 20:31:56;16,44;32,98;45,08;47,70;16,64;6,59;7,15;8,64;29,61;
"K-A3 GRECiOT 1";2022-09-03 20:26:55;16,44;27,67;44,67;38,70;30,45;6,02;6,46;7,50;29,76;
"K-A3 GRECiOT 1";2022-09-03 20:21:53;16,33;28,59;44,04;37,20;32,26;6,18;6,63;7,46;29,89;
"K-A3 GRECiOT 1";2022-09-03 20:16:55;16,24;30,06;43,54;38,07;30,99;6,63;7,08;8,10;29,99;
"K-A3 GRECiOT 1";2022-09-03 20:11:53;16,02;27,69;42,60;36,87;35,44;6,53;7,02;8,95;30,13;
"K-A3 GRECiOT 1";2022-09-03 20:06:56;16,01;24,99;42,16;35,90;36,34;6,21;6,74;8,73;30,30;
"K-A3 GRECiOT 1";2022-09-03 20:01:55;16,13;26,39;42,10;37,80;33,16;6,21;6,67;7,67;30,45;
"K-A3 GRECiOT 1";2022-09-03 19:56:53;16,14;25,51;41,67;37,79;34,60;6,52;7,02;8,67;30,64;
"K-A3 GRECiOT 1";2022-09-03 19:51:55;15,90;26,30;40,72;40,75;30,57;6,27;6,83;7,80;30,78;
"K-A3 GRECiOT 1";2022-09-03 19:46:53;15,73;22,78;39,66;39,06;32,74;6,02;6,52;7,67;31,05;
"K-A3 GRECiOT 1";2022-09-03 19:41:55;15,71;22,03;39,30;36,88;33,73;6,25;6,79;8,17;31,19;
"K-A3 GRECiOT 1";2022-09-03 19:36:53;15,59;20,61;38,77;35,60;36,43;6,19;6,68;7,55;31,29;
"K-A3 GRECiOT 1";2022-09-03 19:31:56;15,58;20,81;38,46;33,34;38,22;6,00;6,45;7,58;31,43;
"K-A3 GRECiOT 1";2022-09-03 19:26:55;15,35;18,85;37,45;31,02;43,29;6,27;6,66;7,47;31,63;
"K-A3 GRECiOT 1";2022-09-03 19:21:52;15,35;16,05;37,11;30,01;43,26;8,07;8,61;9,85;31,80;
"K-A3 GRECiOT 1";2022-09-03 19:16:55;15,41;13,80;36,73;30,57;43,29;5,71;6,09;6,80;32,04;
"K-A3 GRECiOT 1";2022-09-03 19:11:53;15,36;14,30;36,23;27,88;45,78;5,21;5,57;6,36;32,22;
"K-A3 GRECiOT 1";2022-09-03 19:06:56;15,49;13,84;36,18;27,07;44,68;5,04;5,40;5,84;32,39;
"K-A3 GRECiOT 1";2022-09-03 19:01:55;15,65;11,51;36,15;26,12;46,34;5,09;5,45;5,92;32,59;
"K-A3 GRECiOT 1";2022-09-03 18:56:52;15,64;13,95;35,97;24,46;49,38;5,13;5,50;6,47;32,68;
"K-A3 GRECiOT 1";2022-09-03 18:51:56;15,71;9,80;35,66;24,64;48,56;5,21;5,58;6,55;32,90;
"K-A3 GRECiOT 1";2022-09-03 18:46:53;15,91;9,78;35,88;23,24;50,71;4,62;4,91;5,50;33,02;
"K-A3 GRECiOT 1";2022-09-03 18:41:55;15,86;12,07;35,56;25,45;49,13;4,72;5,01;5,62;33,13;
"K-A3 GRECiOT 1";2022-09-03 18:36:53;16,04;10,95;35,41;27,54;44,46;5,16;5,57;6,42;33,40;
"K-A3 GRECiOT 1";2022-09-03 18:31:56;16,02;10,00;34,91;25,58;46,72;4,80;5,14;5,75;33,64;
"K-A3 GRECiOT 1";2022-09-03 18:26:55;16,23;8,93;34,90;25,32;46,41;4,72;5,01;5,50;33,88;
"K-A3 GRECiOT 1";2022-09-03 18:21:54;16,08;8,23;34,25;25,20;45,76;5,21;5,59;7,07;34,05;
"K-A3 GRECiOT 1";2022-09-03 18:16:55;15,97;4,01;33,52;22,38;48,85;5,06;5,40;6,43;34,30;
"K-A3 GRECiOT 1";2022-09-03 18:11:53;15,94;5,89;33,78;25,93;42,57;4,84;5,13;5,72;34,14;
"K-A3 GRECiOT 1";2022-09-03 18:06:56;15,75;7,30;33,41;23,26;47,60;4,60;4,87;5,27;34,12;
"K-A3 GRECiOT 1";2022-09-03 18:01:55;16,19;0,00;33,83;17,81;52,23;4,62;4,92;5,85;34,39;
"K-A3 GRECiOT 1";2022-09-03 17:56:53;16,29;3,25;34,06;26,69;39,46;5,36;5,77;7,38;34,39;
"K-A3 GRECiOT 1";2022-09-03 17:51:55;16,22;7,63;34,18;24,60;44,16;4,92;5,30;6,32;34,25;
"K-A3 GRECiOT 1";2022-09-03 17:46:53;16,26;5,54;33,89;23,95;44,46;5,19;5,56;6,57;34,45;
"K-A3 GRECiOT 1";2022-09-03 17:41:56;16,30;0,19;33,33;19,60;48,31;5,19;5,58;6,60;34,79;
"K-A3 GRECiOT 1";2022-09-03 17:36:53;16,52;0,00;33,35;18,24;48,69;4,85;5,16;6,01;35,03;
"K-A3 GRECiOT 1";2022-09-03 17:31:56;16,63;0,00;33,55;19,90;46,71;4,78;5,13;5,85;35,06;
"K-A3 GRECiOT 1";2022-09-03 17:26:55;16,69;3,39;33,85;19,11;47,83;4,39;4,69;5,88;34,96;
"K-A3 GRECiOT 1";2022-09-03 17:21:53;16,57;2,30;33,53;16,28;51,23;4,36;4,72;5,56;35,00;
"K-A3 GRECiOT 1";2022-09-03 17:16:55;16,57;0,00;33,10;14,93;51,82;4,43;4,74;5,31;35,23;
"K-A3 GRECiOT 1";2022-09-03 17:11:53;16,62;3,65;33,61;21,72;44,22;4,89;5,29;5,94;35,00;
"K-A3 GRECiOT 1";2022-09-03 17:06:56;16,67;0,00;33,54;17,81;49,03;5,05;5,46;6,19;35,10;
"K-A3 GRECiOT 1";2022-09-03 17:01:55;16,65;0,00;33,27;17,14;49,63;5,89;6,34;7,37;35,23;
"K-A3 GRECiOT 1";2022-09-03 16:56:52;16,54;0,17;33,63;20,74;45,20;5,51;5,88;7,18;34,90;
"K-A3 GRECiOT 1";2022-09-03 16:51:55;16,30;0,00;33,13;17,25;51,69;5,25;5,65;6,67;34,90;
"K-A3 GRECiOT 1";2022-09-03 16:46:52;16,45;0,00;33,21;14,51;54,23;5,25;5,65;6,29;35,03;
"K-A3 GRECiOT 1";2022-09-03 16:41:55;16,44;0,00;33,01;17,88;48,42;5,68;6,08;7,14;35,13;
"K-A3 GRECiOT 1";2022-09-03 16:36:53;16,43;0,00;32,51;12,55;54,93;6,38;6,87;8,33;35,40;
"K-A3 GRECiOT 1";2022-09-03 16:31:56;16,29;0,00;32,33;11,38;55,09;5,88;6,26;6,90;35,33;
"K-A3 GRECiOT 1";2022-09-03 16:26:55;16,43;0,00;33,01;12,84;53,18;5,95;6,40;7,21;35,11;
"K-A3 GRECiOT 1";2022-09-03 16:21:54;16,20;0,00;32,17;9,08;57,45;6,53;6,98;7,39;35,31;
"K-A3 GRECiOT 1";2022-09-03 16:16:55;16,41;0,00;32,32;7,76;54,83;6,63;7,14;8,34;35,47;
"K-A3 GRECiOT 1";2022-09-03 16:11:53;16,57;0,00;32,54;7,34;54,45;6,60;7,09;8,39;35,54;
"K-A3 GRECiOT 1";2022-09-03 16:06:56;17,00;0,00;33,28;6,13;55,00;6,81;7,35;8,27;35,62;
"K-A3 GRECiOT 1";2022-09-03 16:01:55;16,79;0,00;32,91;6,00;56,78;7,00;7,56;9,12;35,58;
"K-A3 GRECiOT 1";2022-09-03 15:56:52;17,08;0,00;33,57;10,39;50,26;7,16;7,69;8,85;35,55;
"K-A3 GRECiOT 1";2022-09-03 15:51:55;16,85;0,00;32,95;7,01;53,55;7,72;8,41;9,77;35,64;
"K-A3 GRECiOT 1";2022-09-03 15:46:53;16,84;0,00;33,29;4,59;56,79;7,14;7,72;8,95;35,44;
"K-A3 GRECiOT 1";2022-09-03 15:41:55;17,16;0,00;33,62;1,08;60,69;7,79;8,41;9,40;35,62;
"K-A3 GRECiOT 1";2022-09-03 15:36:52;17,66;0,00;34,62;2,94;54,85;8,29;9,01;10,50;35,66;
"K-A3 GRECiOT 1";2022-09-03 15:31:57;17,60;0,00;35,53;10,31;49,53;7,70;8,40;9,68;35,13;
"K-A3 GRECiOT 1";2022-09-03 15:26:55;17,56;0,00;35,61;4,81;58,31;7,16;7,73;8,93;35,04;
"K-A3 GRECiOT 1";2022-09-03 15:21:53;17,49;0,00;35,30;6,98;53,51;7,74;8,35;9,31;35,11;
"K-A3 GRECiOT 1";2022-09-03 15:16:56;17,50;0,00;35,50;8,16;52,02;7,81;8,47;10,62;35,03;
"K-A3 GRECiOT 1";2022-09-03 15:11:53;17,54;0,00;36,20;6,56;55,30;7,60;8,27;9,36;34,71;
"K-A3 GRECiOT 1";2022-09-03 15:06:56;17,46;0,00;35,99;4,53;57,55;7,45;8,15;9,30;34,73;
"K-A3 GRECiOT 1";2022-09-03 15:01:55;17,59;0,00;36,86;6,80;53,03;7,87;8,52;9,75;34,45;
"K-A3 GRECiOT 1";2022-09-03 14:56:53;17,70;0,00;37,45;3,62;58,47;7,40;8,06;9,18;34,29;
"K-A3 GRECiOT 1";2022-09-03 14:51:55;17,49;0,00;36,99;8,78;52,11;7,85;8,57;10,18;34,28;
"K-A3 GRECiOT 1";2022-09-03 14:46:52;17,56;0,00;37,10;4,64;55,33;7,94;8,63;10,90;34,30;
"K-A3 GRECiOT 1";2022-09-03 14:41:55;17,54;0,00;37,93;7,64;55,55;8,41;9,18;11,02;33,88;
"K-A3 GRECiOT 1";2022-09-03 14:36:53;17,30;0,00;38,14;8,92;56,19;8,69;9,51;11,02;33,51;
"K-A3 GRECiOT 1";2022-09-03 14:31:56;17,58;0,00;39,18;7,06;58,63;8,53;9,35;10,95;33,34;
"K-A3 GRECiOT 1";2022-09-03 14:26:55;17,27;0,00;38,74;8,70;57,87;8,01;8,80;10,84;33,20;
"K-A3 GRECiOT 1";2022-09-03 14:21:53;17,57;0,00;39,13;6,00;58,75;8,51;9,39;11,87;33,36;
"K-A3 GRECiOT 1";2022-09-03 14:16:55;17,50;0,00;39,20;10,36;54,35;8,43;9,24;11,00;33,24;
"K-A3 GRECiOT 1";2022-09-03 14:11:52;17,46;0,00;39,17;4,58;62,29;8,39;9,21;11,60;33,21;
"K-A3 GRECiOT 1";2022-09-03 14:06:55;17,94;0,00;40,14;5,20;55,75;8,49;9,33;11,31;33,31;
"K-A3 GRECiOT 1";2022-09-03 14:01:55;17,82;0,00;39,99;10,56;52,30;9,00;9,85;12,40;33,24;
"K-A3 GRECiOT 1";2022-09-03 13:56:53;18,01;0,00;40,04;1,83;60,87;8,59;9,34;10,71;33,44;
"K-A3 GRECiOT 1";2022-09-03 13:51:55;17,70;0,00;39,36;7,12;53,09;8,91;9,78;11,84;33,40;
"K-A3 GRECiOT 1";2022-09-03 13:46:52;18,02;0,00;39,53;2,30;56,89;8,92;9,69;11,55;33,68;
"K-A3 GRECiOT 1";2022-09-03 13:41:55;18,23;0,00;41,11;6,22;54,08;9,20;9,96;11,67;33,21;
"K-A3 GRECiOT 1";2022-09-03 13:36:53;17,81;0,00;39,47;5,05;57,24;9,30;10,11;11,94;33,47;
"K-A3 GRECiOT 1";2022-09-03 13:31:56;17,84;0,00;40,90;0,71;59,52;9,47;10,48;12,85;32,87;
"K-A3 GRECiOT 1";2022-09-03 13:26:55;17,57;0,00;41,41;11,05;51,07;10,19;11,16;14,04;32,35;
"K-A3 GRECiOT 1";2022-09-03 13:21:53;18,28;0,00;43,48;6,53;56,52;10,01;10,90;13,34;32,28;
"K-A3 GRECiOT 1";2022-09-03 13:16:55;18,24;0,00;42,87;4,96;56,70;10,26;11,39;15,11;32,48;
"K-A3 GRECiOT 1";2022-09-03 13:11:52;18,23;0,00;42,85;4,68;56,06;11,17;13,41;22,71;32,48;
"K-A3 GRECiOT 1";2022-09-03 13:06:57;18,31;0,00;41,48;0,00;58,17;11,60;13,72;22,08;33,14;
"K-A3 GRECiOT 1";2022-09-03 13:01:55;17,89;0,00;40,14;0,00;58,17;11,89;14,33;25,62;33,26;
"K-A3 GRECiOT 1";2022-09-03 12:56:53;17,57;0,00;39,18;0,00;55,96;11,86;12,87;14,94;33,33;
"K-A3 GRECiOT 1";2022-09-03 12:51:54;17,72;0,00;39,42;0,00;49,94;11,19;12,32;14,35;33,39;
"K-A3 GRECiOT 1";2022-09-03 12:46:53;17,68;0,00;38,93;0,00;47,62;11,49;12,49;14,42;33,57;
"K-A3 GRECiOT 1";2022-09-03 12:41:55;17,88;0,00;40,05;0,00;49,55;11,76;12,81;14,21;33,29;
"K-A3 GRECiOT 1";2022-09-03 12:36:53;17,91;0,00;40,74;0,00;50,69;11,90;12,94;14,20;33,02;
"K-A3 GRECiOT 1";2022-09-03 12:31:56;17,70;0,00;41,02;0,00;52,59;12,36;13,41;15,24;32,66;
