Device;Datetime;"Dew Point (C)";"H2S GCC (ppb)";"Humidity ext (%)";"NO2 GCc (ppb)";"O3 GCc (ppb)";"Pressure (hPa)";"TSP (ug/m3)";"Temp ext (C)";
"K-A3 GRECiOT 1";2022-07-18 13:11:54;11,37;5,19;24,93;11,97;85,92;1016,45;13,04;34,26;
"K-A3 GRECiOT 1";2022-07-18 13:06:56;11,17;0,00;24,30;8,47;86,99;1016,37;20,83;34,49;
"K-A3 GRECiOT 1";2022-07-18 13:01:55;10,94;0,00;24,55;12,44;82,15;1016,38;15,14;34,02;
"K-A3 GRECiOT 1";2022-07-18 12:56:53;10,75;0,00;24,27;8,24;88,16;1016,46;15,06;34,01;
"K-A3 GRECiOT 1";2022-07-18 12:51:55;11,06;0,00;24,67;7,16;87,01;1016,46;11,65;34,08;
"K-A3 GRECiOT 1";2022-07-18 12:46:53;10,47;2,88;23,48;10,59;87,85;1016,47;11,57;34,26;
"K-A3 GRECiOT 1";2022-07-18 12:41:55;10,98;0,00;23,99;5,34;88,52;1016,48;19,11;34,49;
"K-A3 GRECiOT 1";2022-07-18 12:36:52;11,75;0,00;25,56;12,16;75,33;1016,53;11,51;34,26;
"K-A3 GRECiOT 1";2022-07-18 12:31:55;10,71;0,00;23,99;10,73;82,79;1016,57;12,15;34,16;
"K-A3 GRECiOT 1";2022-07-18 12:26:55;12,58;0,00;27,00;4,58;85,47;1016,59;12,91;34,26;
"K-A3 GRECiOT 1";2022-07-18 12:21:53;13,18;6,22;28,61;20,22;72,68;1016,63;13,28;33,92;
"K-A3 GRECiOT 1";2022-07-18 12:16:55;12,55;1,19;27,01;14,63;81,14;1016,77;12,49;34,22;
"K-A3 GRECiOT 1";2022-07-18 12:11:54;13,24;7,20;28,37;20,53;70,47;1016,70;9,75;34,15;
"K-A3 GRECiOT 1";2022-07-18 12:06:57;11,05;12,73;24,67;21,34;72,06;1016,69;15,47;34,07;
"K-A3 GRECiOT 1";2022-07-18 12:01:55;10,89;0,00;24,26;4,13;83,15;1016,57;19,08;34,18;
"K-A3 GRECiOT 1";2022-07-18 11:56:53;10,88;0,00;23,97;4,06;80,56;1016,53;14,85;34,38;
"K-A3 GRECiOT 1";2022-07-18 11:51:55;10,89;0,00;24,01;3,14;82,29;1016,48;11,63;34,36;
"K-A3 GRECiOT 1";2022-07-18 11:46:52;10,96;0,00;24,24;1,01;82,64;1016,50;;34,28;
"K-A3 GRECiOT 1";2022-07-18 11:41:55;10,82;0,00;23,77;0,00;82,62;1016,49;18,69;34,46;
"K-A3 GRECiOT 1";2022-07-18 11:36:53;10,69;0,00;23,90;0,00;79,85;1016,42;8,45;34,20;
"K-A3 GRECiOT 1";2022-07-18 11:31:56;10,93;0,00;24,18;0,00;77,79;1016,45;17,46;34,29;
"K-A3 GRECiOT 1";2022-07-18 11:26:55;10,82;0,00;24,55;0,00;76,69;1016,45;15,91;33,88;
"K-A3 GRECiOT 1";2022-07-18 11:21:53;10,63;0,00;24,33;0,00;76,78;1016,49;10,24;33,82;
"K-A3 GRECiOT 1";2022-07-18 11:16:55;10,24;0,00;24,24;0,00;75,45;1016,50;11,86;33,41;
"K-A3 GRECiOT 1";2022-07-18 11:11:52;10,36;0,00;24,39;0,00;73,84;1016,53;11,33;33,46;
"K-A3 GRECiOT 1";2022-07-18 11:06:57;10,45;0,00;24,92;0,00;73,19;1016,50;10,35;33,17;
"K-A3 GRECiOT 1";2022-07-18 11:01:55;10,30;0,00;25,22;0,00;74,00;1016,48;9,94;32,79;
"K-A3 GRECiOT 1";2022-07-18 10:56:53;10,02;0,00;25,58;0,00;75,06;1016,49;8,56;32,20;
"K-A3 GRECiOT 1";2022-07-18 10:51:54;9,18;0,00;24,93;0,00;75,46;1016,57;8,20;31,66;
"K-A3 GRECiOT 1";2022-07-18 10:46:52;10,04;0,00;26,87;0,00;74,29;1016,58;12,20;31,36;
"K-A3 GRECiOT 1";2022-07-18 10:41:55;9,90;0,00;26,83;0,00;75,49;1016,63;16,32;31,22;
"K-A3 GRECiOT 1";2022-07-18 10:36:53;9,91;0,00;27,05;0,00;74,83;1016,66;17,71;31,09;
"K-A3 GRECiOT 1";2022-07-18 10:31:56;9,93;0,00;26,79;0,00;71,39;1016,73;9,38;31,28;
"K-A3 GRECiOT 1";2022-07-18 10:26:55;10,44;0,00;26,68;0,00;68,64;1016,70;7,86;31,95;
"K-A3 GRECiOT 1";2022-07-18 10:21:53;10,77;0,00;27,99;0,00;69,68;1016,80;8,87;31,50;
"K-A3 GRECiOT 1";2022-07-18 10:16:55;10,88;0,00;28,82;0,00;68,83;1016,85;8,12;31,11;
"K-A3 GRECiOT 1";2022-07-18 10:11:53;10,70;0,00;28,87;6,09;59,51;1016,87;11,70;30,86;
"K-A3 GRECiOT 1";2022-07-18 10:06:56;10,55;0,00;29,42;0,00;71,81;1016,96;7,06;30,37;
"K-A3 GRECiOT 1";2022-07-18 10:01:55;9,93;0,00;29,31;0,91;69,19;1017,01;8,91;29,71;
"K-A3 GRECiOT 1";2022-07-18 09:56:53;9,21;0,00;29,38;8,42;53,60;1017,04;11,57;28,83;
"K-A3 GRECiOT 1";2022-07-18 09:51:55;8,94;0,00;29,30;4,63;58,02;1017,13;10,71;28,56;
"K-A3 GRECiOT 1";2022-07-18 09:46:53;9,53;0,00;30,46;2,57;60,92;1017,09;14,09;28,59;
"K-A3 GRECiOT 1";2022-07-18 09:41:55;9,30;0,00;30,04;3,08;61,45;1017,13;7,45;28,55;
"K-A3 GRECiOT 1";2022-07-18 09:36:53;9,49;0,00;30,67;0,38;65,10;1017,16;7,54;28,42;
"K-A3 GRECiOT 1";2022-07-18 09:31:56;9,25;0,00;30,25;0,00;64,41;1017,20;11,57;28,38;
"K-A3 GRECiOT 1";2022-07-18 09:26:54;9,31;0,00;30,21;0,00;63,37;1017,20;9,14;28,47;
"K-A3 GRECiOT 1";2022-07-18 09:21:52;9,43;0,00;30,59;0,00;62,00;1017,21;14,32;28,39;
"K-A3 GRECiOT 1";2022-07-18 09:16:55;9,24;0,00;30,55;0,00;62,18;1017,19;10,31;28,19;
"K-A3 GRECiOT 1";2022-07-18 09:11:53;9,14;0,00;30,93;4,17;55,19;1017,19;8,89;27,87;
"K-A3 GRECiOT 1";2022-07-18 09:06:56;8,93;0,00;30,84;0,29;61,46;1017,18;5,80;27,68;
"K-A3 GRECiOT 1";2022-07-18 09:01:55;9,34;0,00;31,90;0,00;61,44;1017,18;10,08;27,57;
"K-A3 GRECiOT 1";2022-07-18 08:56:52;9,05;0,00;31,67;9,94;45,49;1017,22;10,05;27,36;
"K-A3 GRECiOT 1";2022-07-18 08:51:55;9,13;0,00;32,04;0,00;60,32;1017,12;8,88;27,25;
"K-A3 GRECiOT 1";2022-07-18 08:46:53;9,20;0,00;32,20;0,00;61,43;1017,09;9,34;27,25;
"K-A3 GRECiOT 1";2022-07-18 08:41:55;9,06;0,00;31,71;0,00;60,28;1017,11;16,54;27,34;
"K-A3 GRECiOT 1";2022-07-18 08:36:53;9,51;0,00;32,29;0,00;55,67;1016,93;9,30;27,56;
"K-A3 GRECiOT 1";2022-07-18 08:31:56;9,44;0,00;31,86;0,00;55,14;1017,06;12,80;27,71;
"K-A3 GRECiOT 1";2022-07-18 08:26:55;9,58;0,00;32,22;0,00;54,10;1017,01;15,43;27,67;
"K-A3 GRECiOT 1";2022-07-18 08:21:52;10,41;0,00;34,03;0,00;53,58;1016,87;8,92;27,68;
"K-A3 GRECiOT 1";2022-07-18 08:16:55;11,21;0,00;35,68;0,00;53,69;1016,90;12,95;27,78;
"K-A3 GRECiOT 1";2022-07-18 08:11:53;11,62;0,00;36,86;4,21;49,02;1016,90;10,14;27,69;
"K-A3 GRECiOT 1";2022-07-18 08:06:56;12,05;0,00;38,07;3,38;53,00;1016,88;9,03;27,62;
"K-A3 GRECiOT 1";2022-07-18 08:01:55;12,81;0,00;40,20;0,00;58,83;1016,88;14,72;27,54;
"K-A3 GRECiOT 1";2022-07-18 07:56:53;13,19;0,00;41,32;3,96;54,33;1016,90;12,37;27,50;
"K-A3 GRECiOT 1";2022-07-18 07:51:55;14,58;0,00;45,41;8,66;52,33;1016,81;13,79;27,43;
"K-A3 GRECiOT 1";2022-07-18 07:46:53;13,61;3,90;42,84;21,05;39,81;1016,97;16,35;27,36;
"K-A3 GRECiOT 1";2022-07-18 07:41:55;14,15;0,77;44,47;19,60;39,87;1016,89;13,89;27,32;
"K-A3 GRECiOT 1";2022-07-18 07:36:53;14,87;7,07;46,66;17,28;47,19;1016,88;10,88;27,29;
"K-A3 GRECiOT 1";2022-07-18 07:31:56;14,76;11,64;46,45;19,91;46,23;1016,84;10,22;27,25;
"K-A3 GRECiOT 1";2022-07-18 07:26:55;14,19;8,50;44,93;21,41;42,78;1016,75;15,58;27,18;
"K-A3 GRECiOT 1";2022-07-18 07:21:52;14,30;1,99;45,18;18,21;45,84;1016,69;11,90;27,20;
"K-A3 GRECiOT 1";2022-07-18 07:16:55;14,46;4,84;46,14;15,42;52,71;1016,65;11,75;27,03;
"K-A3 GRECiOT 1";2022-07-18 07:11:53;14,84;5,20;47,14;15,64;51,69;1016,61;12,82;27,07;
"K-A3 GRECiOT 1";2022-07-18 07:06:56;15,49;10,42;49,29;21,70;44,14;1016,63;12,23;27,03;
"K-A3 GRECiOT 1";2022-07-18 07:01:55;15,14;14,68;48,16;23,23;46,90;1016,60;12,79;27,05;
"K-A3 GRECiOT 1";2022-07-18 06:56:53;15,43;14,82;49,03;23,90;45,02;1016,55;10,54;27,06;
"K-A3 GRECiOT 1";2022-07-18 06:51:55;16,56;18,26;52,81;28,84;38,61;1016,53;11,26;27,02;
"K-A3 GRECiOT 1";2022-07-18 06:46:53;15,09;34,23;48,06;34,23;44,92;1016,60;11,76;27,02;
"K-A3 GRECiOT 1";2022-07-18 06:41:55;14,77;14,45;47,13;30,77;36,75;1016,46;12,25;27,00;
"K-A3 GRECiOT 1";2022-07-18 06:36:52;14,94;15,97;47,58;25,61;46,94;1016,41;11,25;27,03;
"K-A3 GRECiOT 1";2022-07-18 06:31:56;15,51;16,50;49,21;19,11;57,08;1016,36;10,07;27,07;
"K-A3 GRECiOT 1";2022-07-18 06:26:55;15,44;20,50;48,96;22,22;55,26;1016,33;10,55;27,09;
"K-A3 GRECiOT 1";2022-07-18 06:21:53;15,41;17,91;48,76;20,75;57,93;1016,29;9,15;27,13;
"K-A3 GRECiOT 1";2022-07-18 06:16:55;15,46;23,81;48,85;20,87;62,92;1016,21;9,84;27,14;
"K-A3 GRECiOT 1";2022-07-18 06:11:53;14,69;28,01;46,50;22,91;61,96;1016,21;9,31;27,14;
"K-A3 GRECiOT 1";2022-07-18 06:06:56;14,23;12,95;45,15;18,47;56,40;1016,14;7,99;27,14;
"K-A3 GRECiOT 1";2022-07-18 06:01:55;14,15;13,16;44,90;17,36;58,49;1016,08;10,71;27,14;
"K-A3 GRECiOT 1";2022-07-18 05:56:53;13,99;8,80;44,47;16,07;57,90;1015,98;8,73;27,13;
"K-A3 GRECiOT 1";2022-07-18 05:51:54;14,11;11,57;44,82;17,84;58,42;1015,89;8,08;27,13;
"K-A3 GRECiOT 1";2022-07-18 05:46:53;13,54;14,40;43,24;21,00;54,23;1015,84;;27,11;
"K-A3 GRECiOT 1";2022-07-18 05:41:55;13,17;7,73;42,11;24,53;43,35;1015,73;9,37;27,16;
"K-A3 GRECiOT 1";2022-07-18 05:36:53;12,93;5,59;41,53;15,03;58,60;1015,68;8,19;27,13;
"K-A3 GRECiOT 1";2022-07-18 05:31:56;12,88;1,80;41,24;12,93;62,23;1015,59;8,57;27,18;
"K-A3 GRECiOT 1";2022-07-18 05:26:55;12,46;2,85;40,04;11,95;63,66;1015,52;10,31;27,22;
"K-A3 GRECiOT 1";2022-07-18 05:21:53;12,06;0,00;38,96;8,88;64,30;1015,47;9,93;27,25;
"K-A3 GRECiOT 1";2022-07-18 05:16:55;11,95;0,00;38,60;9,55;59,69;1015,44;12,86;27,27;
"K-A3 GRECiOT 1";2022-07-18 05:11:53;11,92;0,00;38,41;5,66;66,40;1015,43;7,44;27,33;
"K-A3 GRECiOT 1";2022-07-18 05:06:56;11,68;0,00;37,65;3,18;71,73;1015,42;7,57;27,40;
"K-A3 GRECiOT 1";2022-07-18 05:01:55;11,54;0,00;37,17;2,04;70,89;1015,32;8,26;27,46;
"K-A3 GRECiOT 1";2022-07-18 04:56:52;11,46;0,00;36,86;0,00;73,88;1015,29;6,73;27,51;
"K-A3 GRECiOT 1";2022-07-18 04:51:55;11,40;0,00;36,49;0,00;73,96;1015,29;9,12;27,61;
"K-A3 GRECiOT 1";2022-07-18 04:46:53;11,54;0,00;36,72;0,00;73,18;1015,32;10,18;27,67;
"K-A3 GRECiOT 1";2022-07-18 04:41:55;11,64;0,00;36,87;0,00;70,45;1015,21;6,79;27,71;
"K-A3 GRECiOT 1";2022-07-18 04:36:53;11,79;0,00;37,21;0,00;69,73;1015,27;7,17;27,72;
"K-A3 GRECiOT 1";2022-07-18 04:31:56;11,71;0,00;36,98;0,00;70,22;1015,35;10,29;27,74;
"K-A3 GRECiOT 1";2022-07-18 04:26:55;11,84;0,00;37,28;1,60;66,47;1015,32;9,32;27,75;
"K-A3 GRECiOT 1";2022-07-18 04:21:53;12,01;0,00;37,57;0,00;69,20;1015,28;8,84;27,81;
"K-A3 GRECiOT 1";2022-07-18 04:16:55;12,28;0,00;38,23;0,00;69,52;1015,18;9,00;27,81;
"K-A3 GRECiOT 1";2022-07-18 04:11:52;12,27;0,00;38,25;0,16;70,23;1015,25;7,85;27,80;
"K-A3 GRECiOT 1";2022-07-18 04:06:56;12,32;0,00;38,33;0,00;72,71;1015,31;6,28;27,81;
"K-A3 GRECiOT 1";2022-07-18 04:01:55;12,38;0,00;38,36;0,00;74,40;1015,27;7,23;27,87;
"K-A3 GRECiOT 1";2022-07-18 03:56:53;12,30;0,00;38,16;0,00;73,26;1015,23;10,20;27,87;
"K-A3 GRECiOT 1";2022-07-18 03:51:55;12,33;0,00;38,05;0,00;73,41;1015,18;6,74;27,95;
"K-A3 GRECiOT 1";2022-07-18 03:46:53;12,07;0,00;37,34;0,00;73,01;1015,18;6,82;27,98;
"K-A3 GRECiOT 1";2022-07-18 03:41:55;11,96;0,00;36,89;0,00;69,83;1015,20;8,05;28,06;
"K-A3 GRECiOT 1";2022-07-18 03:36:53;11,76;0,00;36,29;0,00;67,27;1015,12;8,11;28,12;
"K-A3 GRECiOT 1";2022-07-18 03:31:56;11,59;0,00;35,81;0,00;66,37;1015,13;6,88;28,15;
"K-A3 GRECiOT 1";2022-07-18 03:26:55;11,69;0,00;35,96;0,00;65,35;1015,14;5,86;28,19;
"K-A3 GRECiOT 1";2022-07-18 03:21:53;12,08;0,00;36,74;0,00;65,13;1015,18;8,71;28,27;
"K-A3 GRECiOT 1";2022-07-18 03:16:55;12,28;0,00;37,11;0,00;66,07;1015,18;11,60;28,32;
"K-A3 GRECiOT 1";2022-07-18 03:11:53;12,68;0,00;38,03;0,00;67,01;1015,20;9,41;28,35;
"K-A3 GRECiOT 1";2022-07-18 03:06:56;12,50;0,00;37,42;0,00;65,72;1015,18;7,62;28,43;
"K-A3 GRECiOT 1";2022-07-18 03:01:55;12,39;0,00;37,24;0,00;63,37;1015,12;8,50;28,39;
"K-A3 GRECiOT 1";2022-07-18 02:56:53;12,41;0,00;37,35;0,00;62,37;1015,09;7,97;28,36;
"K-A3 GRECiOT 1";2022-07-18 02:51:55;13,16;0,00;39,28;0,00;62,43;1014,97;8,01;28,33;
"K-A3 GRECiOT 1";2022-07-18 02:46:53;13,52;0,00;39,95;0,00;63,19;1015,08;8,23;28,45;
"K-A3 GRECiOT 1";2022-07-18 02:41:55;13,99;0,00;41,00;0,00;60,74;1015,05;6,10;28,53;
"K-A3 GRECiOT 1";2022-07-18 02:36:52;13,98;0,00;40,87;0,00;59,09;1015,13;7,86;28,57;
"K-A3 GRECiOT 1";2022-07-18 02:31:56;13,95;0,00;40,83;0,00;59,23;1015,11;7,17;28,56;
"K-A3 GRECiOT 1";2022-07-18 02:26:54;13,87;0,00;40,60;0,00;61,21;1015,09;6,60;28,56;
"K-A3 GRECiOT 1";2022-07-18 02:21:52;13,82;0,00;40,47;0,00;59,49;1015,07;7,77;28,56;
"K-A3 GRECiOT 1";2022-07-18 02:16:55;14,05;0,00;41,07;0,00;51,92;1015,03;6,95;28,56;
"K-A3 GRECiOT 1";2022-07-18 02:11:52;13,94;0,00;40,79;0,00;54,36;1015,09;7,84;28,56;
"K-A3 GRECiOT 1";2022-07-18 02:06:56;14,20;0,00;41,50;0,00;51,39;1015,12;7,80;28,55;
"K-A3 GRECiOT 1";2022-07-18 02:01:55;14,55;0,00;42,50;0,00;49,90;1015,14;6,40;28,53;
"K-A3 GRECiOT 1";2022-07-18 01:56:52;14,63;0,00;42,78;0,00;47,45;1015,19;5,52;28,50;
"K-A3 GRECiOT 1";2022-07-18 01:51:55;14,55;0,00;42,64;0,00;51,88;1015,13;6,49;28,47;
"K-A3 GRECiOT 1";2022-07-18 01:46:53;14,64;0,00;42,96;0,00;52,69;1015,11;7,61;28,45;
"K-A3 GRECiOT 1";2022-07-18 01:41:55;14,81;0,00;43,53;0,00;53,85;1015,12;11,67;28,40;
"K-A3 GRECiOT 1";2022-07-18 01:36:53;15,07;0,00;44,45;0,00;54,28;1015,16;12,98;28,33;
"K-A3 GRECiOT 1";2022-07-18 01:31:56;15,94;0,00;47,24;0,00;54,81;1015,26;11,35;28,25;
"K-A3 GRECiOT 1";2022-07-18 01:26:55;17,28;0,00;51,48;2,45;57,64;1015,31;11,90;28,23;
"K-A3 GRECiOT 1";2022-07-18 01:21:53;18,31;0,00;55,21;13,91;46,76;1015,39;10,39;28,15;
"K-A3 GRECiOT 1";2022-07-18 01:16:55;18,47;9,97;55,81;24,59;36,69;1015,50;11,40;28,13;
"K-A3 GRECiOT 1";2022-07-18 01:11:53;18,45;14,42;55,47;34,54;21,48;1015,55;11,54;28,22;
"K-A3 GRECiOT 1";2022-07-18 01:06:56;18,53;19,73;55,42;45,92;3,41;1015,50;11,15;28,32;
"K-A3 GRECiOT 1";2022-07-18 01:01:55;18,49;21,38;55,07;52,11;0,00;1015,52;12,67;28,38;
"K-A3 GRECiOT 1";2022-07-18 00:56:53;18,47;21,20;54,91;51,41;0,00;1015,51;10,02;28,40;
"K-A3 GRECiOT 1";2022-07-18 00:51:55;18,39;16,74;54,58;43,53;3,06;1015,47;9,81;28,43;
"K-A3 GRECiOT 1";2022-07-18 00:46:53;18,39;18,35;54,39;46,54;2,19;1015,52;10,89;28,49;
"K-A3 GRECiOT 1";2022-07-18 00:41:54;18,32;17,96;54,06;47,74;1,15;1015,52;9,56;28,52;
"K-A3 GRECiOT 1";2022-07-18 00:36:53;18,37;17,95;53,95;44,94;5,46;1015,47;12,57;28,60;
"K-A3 GRECiOT 1";2022-07-18 00:31:55;18,40;19,55;54,06;49,79;0,00;1015,51;10,19;28,60;
"K-A3 GRECiOT 1";2022-07-18 00:26:55;18,46;14,22;54,24;47,89;0,83;1015,45;10,95;28,62;
"K-A3 GRECiOT 1";2022-07-18 00:21:53;18,73;18,45;54,85;56,09;0,00;1015,44;11,34;28,71;
"K-A3 GRECiOT 1";2022-07-18 00:16:54;19,92;12,91;58,79;49,75;1,79;1015,43;8,28;28,78;
"K-A3 GRECiOT 1";2022-07-18 00:11:53;19,87;27,99;58,60;43,16;23,03;1015,50;11,08;28,80;
"K-A3 GRECiOT 1";2022-07-18 00:06:56;18,80;35,09;54,47;55,13;7,19;1015,52;13,11;28,90;
"K-A3 GRECiOT 1";2022-07-18 00:01:55;18,62;26,41;53,97;59,27;0,00;1015,50;10,43;28,87;
"K-A3 GRECiOT 1";2022-07-17 23:56:53;18,44;25,17;53,27;60,25;0,00;1015,50;9,65;28,90;
"K-A3 GRECiOT 1";2022-07-17 23:51:55;18,43;22,76;53,18;59,37;0,00;1015,44;9,33;28,91;
"K-A3 GRECiOT 1";2022-07-17 23:46:52;18,46;30,60;52,99;64,14;0,00;1015,45;;29,01;
"K-A3 GRECiOT 1";2022-07-17 23:41:55;18,53;24,75;53,11;61,24;0,00;1015,42;9,04;29,05;
"K-A3 GRECiOT 1";2022-07-17 23:36:53;18,46;21,40;52,80;59,98;0,00;1015,37;10,05;29,07;
"K-A3 GRECiOT 1";2022-07-17 23:31:57;18,51;21,72;52,97;57,18;0,00;1015,37;11,01;29,07;
"K-A3 GRECiOT 1";2022-07-17 23:26:55;18,56;23,33;52,88;49,98;6,93;1015,30;13,19;29,15;
"K-A3 GRECiOT 1";2022-07-17 23:21:53;18,46;25,23;52,28;52,90;0,43;1015,21;12,01;29,25;
"K-A3 GRECiOT 1";2022-07-17 23:16:55;18,47;21,75;52,27;49,47;4,80;1015,18;10,44;29,26;
"K-A3 GRECiOT 1";2022-07-17 23:11:53;18,54;29,30;52,48;54,07;1,00;1015,14;12,92;29,26;
"K-A3 GRECiOT 1";2022-07-17 23:06:56;18,54;29,47;52,36;58,00;0,00;1015,13;10,01;29,31;
"K-A3 GRECiOT 1";2022-07-17 23:01:54;18,53;22,66;52,19;52,75;2,79;1015,12;9,56;29,35;
"K-A3 GRECiOT 1";2022-07-17 22:56:52;18,49;23,10;51,89;52,91;4,49;1015,07;9,39;29,41;
"K-A3 GRECiOT 1";2022-07-17 22:51:55;18,47;25,54;51,67;56,23;0,00;1015,04;12,47;29,46;
"K-A3 GRECiOT 1";2022-07-17 22:46:53;18,42;22,15;51,18;52,86;4,11;1015,02;10,10;29,58;
"K-A3 GRECiOT 1";2022-07-17 22:41:55;18,46;22,48;50,79;50,98;8,95;1015,05;10,37;29,75;
"K-A3 GRECiOT 1";2022-07-17 22:36:53;18,62;25,46;50,88;57,06;0,00;1014,93;12,85;29,89;
"K-A3 GRECiOT 1";2022-07-17 22:31:56;18,71;32,81;50,95;60,43;0,00;1014,92;10,71;29,96;
"K-A3 GRECiOT 1";2022-07-17 22:26:55;18,70;33,80;50,65;57,67;0,00;1014,88;13,63;30,06;
"K-A3 GRECiOT 1";2022-07-17 22:21:53;18,67;33,15;50,26;56,77;0,27;1014,80;14,53;30,16;
"K-A3 GRECiOT 1";2022-07-17 22:16:55;18,55;28,31;49,73;51,97;6,02;1014,76;13,64;30,22;
"K-A3 GRECiOT 1";2022-07-17 22:11:52;18,54;22,64;49,65;38,76;27,06;1014,73;11,69;30,23;
"K-A3 GRECiOT 1";2022-07-17 22:06:56;18,63;21,94;49,63;36,26;35,16;1014,63;13,29;30,34;
"K-A3 GRECiOT 1";2022-07-17 22:01:55;18,69;29,56;49,68;36,66;33,32;1014,55;15,77;30,38;
"K-A3 GRECiOT 1";2022-07-17 21:56:53;18,70;22,64;49,72;37,79;31,67;1014,46;15,05;30,38;
"K-A3 GRECiOT 1";2022-07-17 21:51:55;18,58;25,58;49,23;33,57;45,40;1014,45;13,49;30,43;
"K-A3 GRECiOT 1";2022-07-17 21:46:53;18,45;22,79;48,65;30,99;48,33;1014,31;12,24;30,48;
"K-A3 GRECiOT 1";2022-07-17 21:41:55;18,32;20,30;48,13;27,96;53,25;1014,18;11,33;30,53;
"K-A3 GRECiOT 1";2022-07-17 21:36:53;18,53;19,49;48,73;24,37;58,96;1014,13;13,43;30,54;
"K-A3 GRECiOT 1";2022-07-17 21:31:56;18,61;27,08;48,60;29,83;56,09;1014,02;11,33;30,68;
"K-A3 GRECiOT 1";2022-07-17 21:26:55;18,51;27,96;47,67;28,21;59,08;1013,88;13,45;30,91;
"K-A3 GRECiOT 1";2022-07-17 21:21:53;18,45;23,75;47,28;26,94;56,11;1013,94;12,48;30,99;
"K-A3 GRECiOT 1";2022-07-17 21:16:55;18,37;25,42;46,53;29,44;56,06;1013,78;12,76;31,18;
"K-A3 GRECiOT 1";2022-07-17 21:11:53;18,37;24,82;46,36;34,90;43,10;1013,66;12,49;31,25;
"K-A3 GRECiOT 1";2022-07-17 21:06:56;18,24;25,36;45,76;35,02;44,33;1013,70;14,28;31,33;
"K-A3 GRECiOT 1";2022-07-17 21:01:55;18,17;27,30;45,31;31,49;48,46;1013,60;12,78;31,43;
"K-A3 GRECiOT 1";2022-07-17 20:56:53;18,14;23,98;44,99;29,77;47,86;1013,55;18,94;31,52;
"K-A3 GRECiOT 1";2022-07-17 20:51:55;17,98;22,32;44,35;28,18;51,59;1013,53;12,43;31,59;
"K-A3 GRECiOT 1";2022-07-17 20:46:53;17,92;20,08;44,27;29,49;46,58;1013,40;13,27;31,56;
"K-A3 GRECiOT 1";2022-07-17 20:41:54;18,10;15,29;44,70;31,01;46,30;1013,39;13,18;31,59;
"K-A3 GRECiOT 1";2022-07-17 20:36:54;19,08;22,48;47,50;35,55;39,16;1013,42;10,23;31,60;
"K-A3 GRECiOT 1";2022-07-17 20:31:57;19,08;33,96;47,57;38,43;42,88;1013,44;11,99;31,57;
"K-A3 GRECiOT 1";2022-07-17 20:26:55;19,17;34,10;47,77;37,19;48,94;1013,41;10,46;31,60;
"K-A3 GRECiOT 1";2022-07-17 20:21:53;19,36;38,37;48,33;41,59;45,53;1013,34;11,75;31,60;
"K-A3 GRECiOT 1";2022-07-17 20:16:55;20,05;37,52;49,84;37,75;57,71;1013,34;11,88;31,81;
"K-A3 GRECiOT 1";2022-07-17 20:11:54;20,45;51,52;50,89;45,72;52,09;1013,35;11,10;31,88;
"K-A3 GRECiOT 1";2022-07-17 20:06:57;19,86;68,23;48,50;52,85;49,48;1013,41;13,23;32,08;
"K-A3 GRECiOT 1";2022-07-17 20:01:55;19,35;48,75;46,80;44,06;52,65;1013,36;13,12;32,15;
"K-A3 GRECiOT 1";2022-07-17 19:56:53;19,49;47,65;46,95;41,70;57,18;1013,28;10,98;32,25;
"K-A3 GRECiOT 1";2022-07-17 19:51:55;18,97;51,38;44,99;44,90;56,37;1013,29;16,43;32,43;
"K-A3 GRECiOT 1";2022-07-17 19:46:52;18,93;45,79;44,29;42,45;56,87;1013,25;14,00;32,66;
"K-A3 GRECiOT 1";2022-07-17 19:41:55;19,03;45,89;44,17;40,05;62,47;1013,23;13,36;32,83;
"K-A3 GRECiOT 1";2022-07-17 19:36:53;18,94;47,60;42,98;39,82;64,73;1013,20;10,95;33,21;
"K-A3 GRECiOT 1";2022-07-17 19:31:56;19,01;49,42;42,55;40,17;64,97;1013,16;10,20;33,47;
"K-A3 GRECiOT 1";2022-07-17 19:26:55;18,84;47,02;41,07;39,51;64,73;1013,03;16,92;33,91;
"K-A3 GRECiOT 1";2022-07-17 19:21:52;18,95;41,33;39,96;38,09;62,47;1013,01;12,74;34,53;
"K-A3 GRECiOT 1";2022-07-17 19:16:55;19,11;43,10;39,91;39,52;57,00;1012,88;14,10;34,73;
"K-A3 GRECiOT 1";2022-07-17 19:11:53;18,93;47,58;38,84;40,56;58,56;1012,88;11,20;35,01;
"K-A3 GRECiOT 1";2022-07-17 19:06:56;18,90;45,80;37,95;38,25;60,20;1012,81;12,65;35,41;
"K-A3 GRECiOT 1";2022-07-17 19:01:55;19,05;42,08;37,62;35,68;61,48;1012,78;11,03;35,74;
"K-A3 GRECiOT 1";2022-07-17 18:56:53;18,88;40,76;36,74;36,40;59,83;1012,73;11,88;35,98;
"K-A3 GRECiOT 1";2022-07-17 18:51:54;18,59;40,75;36,36;39,71;54,87;1012,68;18,00;35,84;
"K-A3 GRECiOT 1";2022-07-17 18:46:53;18,64;42,97;36,10;37,87;60,35;1012,73;15,83;36,02;
"K-A3 GRECiOT 1";2022-07-17 18:41:55;18,25;39,59;34,73;40,06;56,51;1012,69;15,93;36,27;
"K-A3 GRECiOT 1";2022-07-17 18:36:53;18,22;39,96;34,84;38,48;59,25;1012,65;19,34;36,19;
